year,sex,profession,income,age
1,F,farmer,2970.82,58
1,F,farmer,1912.32,37
1,M,homemaker,278.71,60
1,M,child,0.00,15
1,F,child,0.00,5
1,M,homemaker,255.57,54
1,M,service provider,7267.31,60
1,M,homemaker,113.69,20
1,F,farmer,1595.34,27
1,F,child,0.00,10
1,F,homemaker,299.70,62
1,F,homemaker,104.52,20
1,F,homemaker,169.74,33
1,M,child,0.00,7
1,M,service provider,7073.57,58
1,M,child,0.00,9
1,F,fisher,1639.34,30
1,F,civil servant,5576.79,44
1,F,farmer,2618.09,49
1,M,farmer,3303.16,62
1,F,farmer,1610.48,28
1,F,farmer,2427.77,49
1,F,child,0.00,11
1,M,craftsman,2778.66,27
1,M,child,0.00,7
1,M,craftsman,3271.37,32
1,M,homemaker,131.93,27
1,M,unemployed,274.61,62
1,F,child,0.00,3
1,M,farmer,1468.96,25
1,M,homemaker,146.91,29
1,M,fisher,3200.20,62
1,M,civil servant,6804.97,56
1,M,child,0.00,0
1,F,child,0.00,0
1,M,child,0.00,0
1,F,child,0.00,0
1,F,child,0.00,0
1,M,child,0.00,0
2,F,civil servant,5370.70,42
2,M,child,0.00,3
2,M,unemployed,136.90,27
2,M,farmer,1332.27,38
2,F,child,0.00,3
2,F,civil servant,5180.21,43
2,F,child,0.00,10
2,M,homemaker,156.31,32
2,M,child,0.00,5
2,M,fisher,1514.08,26
2,M,child,0.00,15
2,F,fisher,1384.56,23
2,M,homemaker,222.43,51
2,M,farmer,905.51,26
2,F,craftsman,4976.78,50
2,F,service provider,6853.56,56
2,M,civil servant,2550.42,18
2,F,child,0.00,7
2,F,child,0.00,3
2,M,civil servant,4854.48,37
2,F,retired,285.14,66
2,F,unemployed,122.59,24
2,M,craftsman,4554.64,44
2,M,homemaker,229.29,52
2,F,service provider,5780.49,44
2,M,service provider,6330.08,51
2,M,farmer,2136.39,63
2,M,child,0.00,14
2,F,child,0.00,3
2,F,child,0.00,11
2,F,child,0.00,10
2,F,civil servant,5767.35,45
2,F,farmer,1264.92,38
2,X,child,0.00,16
2,M,fisher,2385.27,47
2,F,homemaker,239.64,51
2,F,child,0.00,12
2,F,craftsman,4095.03,41
2,F,farmer,1740.94,50
2,F,child,0.00,9
2,F,service provider,6956.74,55
2,M,farmer,2010.14,64
2,M,child,0.00,9
2,M,child,0.00,3
2,M,craftsman,2543.98,22
2,M,craftsman,4538.35,46
2,M,unemployed,275.37,64
2,M,farmer,995.48,27
2,F,unemployed,221.81,48
2,M,child,0.00,6
2,M,craftsman,4447.22,46
2,M,farmer,1425.04,42
2,M,child,0.00,8
2,F,homemaker,233.79,52
2,F,craftsman,5650.96,57
2,F,homemaker,192.12,41
2,M,child,0.00,9
2,F,retired,380.24,65
2,M,fisher,2651.98,52
2,M,civil servant,3149.83,24
2,X,homemaker,141.88,29
2,F,farmer,965.14,26
2,F,farmer,1154.55,34
2,F,fisher,1387.14,24
2,F,service provider,6681.70,57
2,F,homemaker,259.01,55
2,M,child,0.00,8
2,M,homemaker,280.60,64
2,M,homemaker,198.59,43
2,M,unemployed,246.91,55
2,M,civil servant,5659.14,47
2,F,homemaker,151.23,30
2,F,service provider,6311.33,49
2,M,fisher,3311.22,64
2,F,fisher,1197.55,19
2,M,craftsman,5505.46,54
2,F,farmer,1237.81,36
2,M,homemaker,154.59,33
2,M,fisher,1656.25,30
2,M,service provider,6227.57,49
2,F,service provider,2659.45,19
2,M,farmer,1812.23,57
2,F,homemaker,246.83,55
2,F,child,0.00,7
2,M,service provider,7226.84,59
2,M,child,0.00,17
2,X,civil servant,4345.09,32
2,F,fisher,2121.06,41
2,M,farmer,973.16,26
2,M,child,0.00,3
2,M,unemployed,270.78,57
2,F,child,0.00,13
2,F,child,0.00,15
2,M,homemaker,252.14,53
2,M,service provider,3139.03,24
2,M,homemaker,265.46,59
2,X,homemaker,211.49,47
2,F,civil servant,2815.02,19
2,X,child,0.00,2
2,F,fisher,3189.50,63
2,M,child,0.00,7
2,F,unemployed,221.58,48
2,F,civil servant,4077.78,33
2,F,craftsman,4946.37,51
2,M,civil servant,5788.26,46
2,F,craftsman,4286.46,43
2,M,homemaker,159.33,33
2,M,homemaker,240.46,53
2,M,child,0.00,8
2,F,child,0.00,16
2,F,civil servant,5806.26,46
2,M,fisher,1243.18,21
2,F,unemployed,187.34,39
2,M,craftsman,3270.64,32
2,F,unemployed,176.72,36
2,F,fisher,1664.61,29
2,M,farmer,1633.60,50
2,F,farmer,810.91,23
2,F,farmer,1569.28,47
2,M,craftsman,2139.25,19
2,F,craftsman,2171.31,18
2,F,child,0.00,9
2,F,child,0.00,14
2,F,child,0.00,9
2,M,farmer,1294.44,36
2,M,homemaker,243.59,51
2,M,child,0.00,14
2,F,child,0.00,16
2,F,farmer,1098.51,33
2,F,unemployed,227.82,49
2,M,retired,302.47,65
2,M,homemaker,173.66,36
2,F,fisher,1149.43,20
2,F,child,0.00,8
2,M,child,0.00,14
2,F,child,0.00,16
2,M,child,0.00,13
2,F,child,0.00,2
2,F,civil servant,4639.88,36
2,M,craftsman,2140.10,19
2,M,retired,404.65,65
2,F,fisher,1913.49,37
2,M,farmer,1664.21,47
2,F,child,0.00,10
2,M,service provider,7258.34,58
2,M,service provider,4115.62,33
2,F,farmer,2005.20,58
2,F,unemployed,189.72,39
2,M,fisher,1767.57,32
2,M,civil servant,4033.12,30
2,X,child,0.00,13
2,F,child,0.00,5
2,M,homemaker,279.94,63
2,F,civil servant,4491.42,33
2,M,homemaker,239.17,55
2,M,service provider,3577.45,28
2,M,child,0.00,6
2,F,homemaker,188.00,42
2,M,child,0.00,5
2,M,child,0.00,11
2,M,fisher,2114.54,38
2,F,fisher,1191.09,21
2,M,retired,294.37,66
2,F,child,0.00,9
2,F,service provider,6612.63,51
2,M,civil servant,5052.10,41
2,M,homemaker,235.23,53
2,F,child,0.00,16
2,M,craftsman,3577.72,35
2,M,civil servant,4185.83,31
2,F,craftsman,3255.74,30
2,F,civil servant,7161.70,57
2,M,retired,290.00,66
2,F,unemployed,103.14,21
2,F,craftsman,4154.85,42
2,M,homemaker,196.24,41
2,M,civil servant,6254.53,50
2,M,farmer,2005.04,63
2,M,child,0.00,15
2,M,child,0.00,15
2,F,fisher,2257.60,44
2,F,child,0.00,12
2,X,child,0.00,13
2,M,child,0.00,6
2,M,child,0.00,2
2,M,fisher,1710.90,31
2,F,craftsman,4060.12,40
2,M,craftsman,2295.77,20
2,M,child,0.00,17
2,M,farmer,1657.54,47
2,M,civil servant,5696.73,47
2,M,farmer,1074.88,31
2,M,homemaker,206.84,46
2,F,homemaker,268.95,62
2,M,homemaker,233.08,53
2,F,unemployed,198.63,42
2,F,farmer,1540.90,44
2,M,craftsman,6232.62,62
2,X,service provider,3663.96,29
2,F,farmer,1322.05,37
2,X,craftsman,4387.30,44
2,F,fisher,3018.79,61
2,F,farmer,1785.17,55
2,M,child,0.00,6
2,F,child,0.00,12
2,M,fisher,1225.82,21
2,M,fisher,2623.90,50
2,M,farmer,1331.52,38
2,M,civil servant,2764.76,20
2,X,child,0.00,10
2,M,fisher,2548.89,46
2,F,homemaker,205.93,47
2,M,farmer,2058.60,63
2,M,farmer,1181.30,34
2,F,service provider,4509.23,34
2,X,child,0.00,7
2,F,child,0.00,4
2,F,farmer,1038.68,30
2,M,homemaker,111.41,22
2,M,homemaker,96.40,18
2,X,child,0.00,7
2,F,craftsman,5987.03,64
2,F,service provider,7113.81,56
2,F,craftsman,4202.15,39
2,M,craftsman,5976.37,63
2,F,retired,292.84,66
2,F,unemployed,210.25,45
2,F,farmer,743.13,19
2,M,child,0.00,4
2,X,service provider,6369.89,51
2,M,unemployed,149.44,32
2,M,farmer,1538.89,44
2,F,farmer,1917.97,61
2,F,child,0.00,13
2,M,fisher,2050.50,40
2,M,craftsman,4549.56,43
2,F,homemaker,156.63,33
2,M,child,0.00,7
2,F,civil servant,3158.40,24
2,F,craftsman,2661.99,23
2,M,service provider,5827.03,45
2,F,homemaker,253.82,57
2,F,craftsman,2441.85,23
2,F,homemaker,215.12,47
2,M,homemaker,100.16,20
2,F,homemaker,285.47,63
2,M,farmer,1858.85,54
2,M,craftsman,3785.55,37
2,F,service provider,3872.61,31
2,M,farmer,838.29,22
2,M,service provider,3064.04,23
2,F,retired,330.60,65
2,M,service provider,3612.05,28
2,M,homemaker,162.15,35
2,X,retired,282.82,66
2,X,unemployed,205.61,44
2,M,civil servant,4616.63,37
2,M,farmer,984.48,28
2,M,child,0.00,14
2,F,unemployed,123.21,25
2,F,farmer,1715.81,51
2,F,homemaker,186.53,42
2,M,farmer,1668.57,51
2,M,child,0.00,15
2,F,unemployed,167.81,37
2,F,homemaker,271.14,62
2,F,farmer,1107.08,30
2,X,service provider,5878.59,47
2,F,child,0.00,9
2,M,retired,416.24,65
2,F,fisher,2258.99,41
2,M,child,0.00,17
2,F,child,0.00,12
2,F,farmer,1315.86,37
2,M,farmer,1342.02,37
2,M,child,0.00,8
2,M,retired,292.36,66
2,F,craftsman,6043.09,61
2,M,civil servant,4059.25,31
2,F,child,0.00,9
2,F,service provider,7168.17,56
2,M,farmer,1188.13,34
2,F,civil servant,5914.05,48
2,M,fisher,1845.46,35
2,F,homemaker,97.75,19
2,F,unemployed,246.75,56
2,F,retired,304.07,65
2,M,child,0.00,17
2,M,fisher,2057.93,37
2,M,farmer,902.18,26
2,M,homemaker,288.47,61
2,F,service provider,4525.93,35
2,F,homemaker,273.62,59
2,M,farmer,2017.83,58
2,F,farmer,767.24,19
2,F,homemaker,231.65,53
2,M,craftsman,3057.23,28
2,M,civil servant,7391.28,62
2,M,unemployed,170.90,35
2,F,service provider,7051.73,55
2,F,homemaker,99.09,20
2,F,homemaker,113.17,21
2,F,civil servant,4934.75,40
2,F,retired,305.02,66
2,M,craftsman,3414.32,33
2,M,child,0.00,11
2,M,unemployed,180.06,37
2,F,homemaker,124.33,24
2,F,homemaker,168.57,37
2,F,service provider,4784.03,37
2,F,homemaker,153.56,31
2,M,service provider,3117.52,22
2,M,child,0.00,14
2,M,farmer,1649.49,47
2,F,civil servant,4730.48,39
2,F,child,0.00,17
2,M,civil servant,6562.97,52
2,F,child,0.00,4
2,M,homemaker,238.99,50
2,F,farmer,1595.15,47
2,F,civil servant,6699.86,54
2,X,fisher,1480.10,27
2,F,unemployed,217.57,45
2,F,fisher,2969.51,55
2,M,retired,340.02,65
2,F,farmer,1164.63,34
2,M,child,0.00,4
2,F,fisher,1858.24,34
2,F,civil servant,4866.50,40
2,F,craftsman,5589.04,58
2,F,homemaker,254.94,58
2,M,unemployed,145.42,30
2,F,homemaker,161.37,36
2,M,homemaker,155.43,31
2,F,fisher,2450.07,48
2,F,fisher,1516.28,28
2,M,farmer,1525.61,44
2,F,child,0.00,12
2,M,farmer,1173.74,32
2,M,civil servant,8064.25,64
2,F,service provider,3222.21,24
2,M,farmer,1509.25,47
2,M,farmer,1505.15,44
2,M,unemployed,268.69,57
2,M,craftsman,5806.14,57
2,F,farmer,1957.10,57
2,X,homemaker,133.00,26
2,M,homemaker,116.99,22
2,F,civil servant,5901.89,48
2,M,civil servant,6599.99,51
2,X,civil servant,7035.75,58
2,F,child,0.00,4
2,F,child,0.00,6
2,M,farmer,1403.77,43
2,X,craftsman,5898.80,61
2,M,retired,286.41,66
2,X,fisher,2738.61,50
2,M,unemployed,149.21,30
2,M,child,0.00,8
2,M,farmer,1528.19,43
2,F,fisher,3047.62,58
2,M,craftsman,3088.12,30
2,F,homemaker,226.07,47
2,F,farmer,2022.26,60
2,M,child,0.00,4
2,F,farmer,1846.30,53
2,M,unemployed,110.85,21
2,F,homemaker,124.74,26
2,M,child,0.00,11
2,F,craftsman,3770.30,36
2,F,fisher,1982.41,38
2,F,civil servant,6419.69,53
2,F,child,0.00,13
2,F,child,0.00,7
2,M,farmer,1958.33,58
2,M,unemployed,187.76,42
2,F,child,0.00,17
2,M,homemaker,281.26,61
2,M,child,0.00,11
2,F,unemployed,155.89,31
2,F,unemployed,98.92,18
2,M,unemployed,104.65,18
2,M,child,0.00,2
2,M,homemaker,233.90,54
2,M,fisher,3132.74,60
2,M,fisher,2532.15,46
2,M,child,0.00,12
2,M,homemaker,151.69,30
2,F,farmer,859.30,24
2,F,craftsman,4124.68,40
2,F,farmer,1525.52,43
2,F,craftsman,2989.05,29
2,M,homemaker,97.38,18
2,F,fisher,3049.63,56
2,M,child,0.00,14
2,M,service provider,3495.31,27
2,M,unemployed,163.50,33
2,F,child,0.00,17
2,F,civil servant,4760.49,39
2,M,fisher,2139.87,39
2,M,retired,308.03,66
2,M,service provider,2928.41,21
2,M,retired,331.21,65
2,F,civil servant,5389.85,44
2,F,fisher,1100.08,19
2,M,service provider,4734.47,38
2,M,civil servant,5530.42,46
2,F,fisher,2490.52,50
2,F,child,0.00,5
2,M,craftsman,4140.83,41
2,F,homemaker,165.19,34
2,F,fisher,3245.26,60
2,F,homemaker,107.66,20
2,M,fisher,2761.68,53
2,M,service provider,5125.17,41
2,M,unemployed,120.73,24
2,M,craftsman,4196.36,43
2,M,unemployed,194.67,42
2,F,homemaker,219.59,46
2,M,craftsman,4898.87,48
2,M,farmer,1521.70,44
2,F,unemployed,245.19,56
2,M,craftsman,4098.72,42
2,F,civil servant,7587.25,60
2,F,unemployed,199.25,44
2,M,fisher,1267.81,22
2,F,service provider,4131.50,30
2,M,service provider,4752.95,39
2,F,homemaker,216.81,49
2,F,child,0.00,7
2,M,unemployed,106.41,21
2,M,unemployed,234.01,50
2,M,child,0.00,13
2,F,child,0.00,10
2,F,farmer,1285.18,37
2,M,retired,303.56,65
2,M,fisher,1874.25,36
2,F,unemployed,278.03,61
2,M,unemployed,252.65,55
2,F,craftsman,2001.51,18
2,F,farmer,1911.44,55
2,X,craftsman,3348.56,33
2,F,unemployed,254.96,54
2,F,unemployed,220.58,50
2,F,unemployed,115.30,24
2,F,child,0.00,9
2,F,homemaker,279.20,64
2,F,child,0.00,11
2,F,fisher,3190.61,64
2,F,service provider,7136.95,57
2,F,fisher,2631.16,49
2,F,retired,299.28,65
2,M,fisher,3216.04,64
2,M,unemployed,240.36,54
2,M,service provider,3303.37,25
2,F,craftsman,5045.52,53
2,F,child,0.00,2
2,F,unemployed,171.11,36
2,F,homemaker,154.16,31
2,M,craftsman,4397.73,45
2,M,farmer,1501.52,45
2,M,farmer,1329.03,39
2,M,farmer,1794.65,55
2,M,craftsman,6305.67,63
2,F,child,0.00,9
2,M,child,0.00,17
2,M,child,0.00,3
2,F,farmer,1974.05,59
2,F,farmer,1269.04,38
2,M,homemaker,262.19,61
2,M,child,0.00,16
2,F,child,0.00,6
2,M,homemaker,241.59,55
2,M,service provider,7297.31,61
2,M,homemaker,103.31,21
2,F,farmer,1039.87,28
2,F,child,0.00,11
2,F,homemaker,278.68,63
2,F,homemaker,106.61,21
2,F,homemaker,161.48,34
2,M,child,0.00,8
2,M,service provider,7342.03,59
2,M,child,0.00,10
2,F,fisher,1646.75,31
2,F,civil servant,5666.11,45
2,F,farmer,1624.72,50
2,M,farmer,2160.72,63
2,F,farmer,1021.91,29
2,F,farmer,1666.25,50
2,F,child,0.00,12
2,M,craftsman,2938.25,28
2,M,child,0.00,8
2,M,craftsman,3450.60,33
2,M,homemaker,132.82,28
2,M,unemployed,276.84,63
2,F,child,0.00,4
2,M,farmer,903.04,26
2,M,homemaker,148.60,30
2,M,fisher,3299.32,63
2,M,civil servant,6708.12,57
2,M,child,0.00,1
2,F,child,0.00,1
2,M,child,0.00,1
2,F,child,0.00,1
2,F,child,0.00,1
2,M,child,0.00,1
2,M,child,0.00,0
2,F,child,0.00,0
2,X,child,0.00,0
2,F,child,0.00,0
3,F,civil servant,4949.51,43
3,M,child,0.00,4
3,M,unemployed,116.91,28
3,M,farmer,1876.92,39
3,F,child,0.00,4
3,F,civil servant,5239.14,44
3,F,child,0.00,11
3,M,homemaker,132.69,33
3,M,child,0.00,6
3,M,fisher,1596.82,27
3,M,child,0.00,16
3,F,fisher,1545.49,24
3,M,homemaker,215.46,52
3,M,farmer,1309.43,27
3,F,craftsman,4914.03,51
3,F,service provider,6746.16,57
3,M,civil servant,2238.26,19
3,F,child,0.00,8
3,F,child,0.00,4
3,M,civil servant,4415.58,38
3,F,retired,281.56,67
3,F,unemployed,97.45,25
3,M,craftsman,4372.33,45
3,M,homemaker,225.67,53
3,F,service provider,5327.36,45
3,M,service provider,5744.25,52
3,M,farmer,3067.05,64
3,M,child,0.00,15
3,F,child,0.00,4
3,F,child,0.00,12
3,F,child,0.00,11
3,F,civil servant,5539.55,46
3,F,farmer,1868.86,39
3,X,child,0.00,17
3,M,fisher,3091.97,48
3,F,homemaker,214.37,52
3,F,child,0.00,13
3,F,craftsman,4021.03,42
3,F,farmer,2400.10,51
3,F,child,0.00,10
3,F,service provider,6700.97,56
3,M,retired,352.07,65
3,M,child,0.00,10
3,M,child,0.00,4
3,M,craftsman,2053.44,23
3,M,craftsman,4302.83,47
3,M,retired,263.20,65
3,M,farmer,1333.38,28
3,F,unemployed,194.27,49
3,M,child,0.00,7
3,M,craftsman,4331.80,47
3,M,farmer,2151.43,43
3,M,child,0.00,9
3,F,homemaker,221.62,53
3,F,craftsman,5447.12,58
3,F,homemaker,170.19,42
3,M,child,0.00,10
3,F,retired,358.24,66
3,M,fisher,3140.40,53
3,M,civil servant,2908.50,25
3,X,homemaker,123.99,30
3,F,farmer,1366.63,27
3,F,farmer,1761.67,35
3,F,fisher,1555.94,25
3,F,service provider,6397.75,58
3,F,homemaker,223.62,56
3,M,child,0.00,9
3,M,retired,267.06,65
3,M,homemaker,175.18,44
3,M,unemployed,226.08,56
3,M,civil servant,5440.10,48
3,F,homemaker,124.78,31
3,F,service provider,5805.05,50
3,M,retired,341.08,65
3,F,fisher,1216.88,20
3,M,craftsman,4919.36,55
3,F,farmer,1805.25,37
3,M,homemaker,139.61,34
3,M,fisher,1821.76,31
3,M,service provider,5965.09,50
3,F,service provider,2281.07,20
3,M,farmer,2723.79,58
3,F,homemaker,233.88,56
3,F,child,0.00,8
3,M,service provider,7188.01,60
3,M,homemaker,76.16,18
3,X,civil servant,3912.97,33
3,F,fisher,2527.22,42
3,M,farmer,1280.64,27
3,M,child,0.00,4
3,M,unemployed,236.78,58
3,F,child,0.00,14
3,F,child,0.00,16
3,M,homemaker,224.16,54
3,M,service provider,2767.56,25
3,M,homemaker,253.72,60
3,X,homemaker,187.58,48
3,F,civil servant,2430.45,20
3,X,child,0.00,3
3,F,fisher,3911.99,64
3,M,child,0.00,8
3,F,unemployed,205.47,49
3,F,civil servant,3813.03,34
3,F,craftsman,4774.81,52
3,M,civil servant,5470.48,47
3,F,craftsman,3947.45,44
3,M,homemaker,133.08,34
3,M,homemaker,226.82,54
3,M,child,0.00,9
3,F,child,0.00,17
3,F,civil servant,5523.94,47
3,M,fisher,1400.34,22
3,F,unemployed,167.48,40
3,M,craftsman,3158.62,33
3,F,unemployed,149.58,37
3,F,fisher,1786.04,30
3,M,farmer,2412.18,51
3,F,farmer,1166.77,24
3,F,farmer,2229.23,48
3,M,craftsman,1939.00,20
3,F,craftsman,1843.73,19
3,F,child,0.00,10
3,F,child,0.00,15
3,F,child,0.00,10
3,M,farmer,1701.74,37
3,M,homemaker,205.25,52
3,M,child,0.00,15
3,F,child,0.00,17
3,F,farmer,1696.37,34
3,F,unemployed,209.73,50
3,M,retired,269.75,66
3,M,homemaker,155.43,37
3,F,fisher,1331.12,21
3,F,child,0.00,9
3,M,child,0.00,15
3,F,child,0.00,17
3,M,child,0.00,14
3,F,child,0.00,3
3,F,civil servant,4150.84,37
3,M,craftsman,1933.55,20
3,M,retired,385.78,66
3,F,fisher,2246.41,38
3,M,farmer,2207.54,48
3,F,child,0.00,11
3,M,service provider,6693.10,59
3,M,service provider,3941.31,34
3,F,farmer,2757.03,59
3,F,unemployed,167.67,40
3,M,fisher,2048.18,33
3,M,civil servant,3511.88,31
3,X,child,0.00,14
3,F,child,0.00,6
3,M,homemaker,252.99,64
3,F,civil servant,4059.36,34
3,M,homemaker,233.31,56
3,M,service provider,3398.88,29
3,M,child,0.00,7
3,F,homemaker,170.15,43
3,M,child,0.00,6
3,M,child,0.00,12
3,M,fisher,2369.16,39
3,F,fisher,1318.64,22
3,M,retired,287.41,67
3,F,child,0.00,10
3,F,service provider,6187.31,52
3,M,civil servant,4888.15,42
3,M,homemaker,223.16,54
3,F,child,0.00,17
3,M,craftsman,3259.10,36
3,M,civil servant,3644.02,32
3,F,craftsman,2739.46,31
3,F,civil servant,6852.83,58
3,M,retired,261.46,67
3,F,unemployed,92.36,22
3,F,craftsman,4041.22,43
3,M,homemaker,171.65,42
3,M,civil servant,5564.16,51
3,M,farmer,3011.51,64
3,M,child,0.00,16
3,M,child,0.00,16
3,F,fisher,2847.37,45
3,F,child,0.00,13
3,X,child,0.00,14
3,M,child,0.00,7
3,M,child,0.00,3
3,M,fisher,1931.46,32
3,F,craftsman,3974.02,41
3,M,craftsman,1991.94,21
3,M,craftsman,1659.25,18
3,M,farmer,2279.82,48
3,M,civil servant,5371.93,48
3,M,farmer,1541.86,32
3,M,homemaker,193.74,47
3,F,homemaker,265.97,63
3,M,homemaker,217.29,54
3,F,unemployed,167.03,43
3,F,farmer,2172.75,45
3,M,craftsman,5949.93,63
3,X,service provider,3567.67,30
3,F,farmer,1811.75,38
3,X,craftsman,4229.65,45
3,F,fisher,3849.03,62
3,F,farmer,2647.02,56
3,M,child,0.00,7
3,F,child,0.00,13
3,M,fisher,1311.15,22
3,M,fisher,2993.69,51
3,M,farmer,1973.31,39
3,M,civil servant,2466.32,21
3,X,child,0.00,11
3,M,fisher,2990.35,47
3,F,homemaker,189.80,48
3,M,farmer,3155.73,64
3,M,farmer,1756.56,35
3,F,service provider,3937.50,35
3,X,child,0.00,8
3,F,child,0.00,5
3,F,farmer,1446.65,31
3,M,homemaker,95.18,23
3,M,homemaker,83.97,19
3,X,child,0.00,8
3,F,retired,449.07,65
3,F,service provider,6751.33,57
3,F,craftsman,3744.51,40
3,M,craftsman,6041.11,64
3,F,retired,281.00,67
3,F,unemployed,189.20,46
3,F,farmer,1025.57,20
3,M,child,0.00,5
3,X,service provider,5826.31,52
3,M,unemployed,131.71,33
3,M,farmer,2146.01,45
3,F,farmer,2850.99,62
3,F,child,0.00,14
3,M,fisher,2569.19,41
3,M,craftsman,4107.73,44
3,F,homemaker,132.85,34
3,M,child,0.00,8
3,F,civil servant,2948.60,25
3,F,craftsman,2175.43,24
3,M,service provider,5299.11,46
3,F,homemaker,243.13,58
3,F,craftsman,2327.77,24
3,F,homemaker,197.89,48
3,M,homemaker,84.80,21
3,F,homemaker,270.82,64
3,M,farmer,2745.12,55
3,M,craftsman,3652.18,38
3,F,service provider,3558.13,32
3,M,farmer,1074.16,23
3,M,service provider,2666.84,24
3,F,retired,327.03,66
3,M,service provider,3424.24,29
3,M,homemaker,140.55,36
3,X,retired,270.11,67
3,X,unemployed,174.53,45
3,M,civil servant,4295.45,38
3,M,farmer,1438.58,29
3,M,child,0.00,15
3,F,unemployed,102.75,26
3,F,farmer,2579.83,52
3,F,homemaker,170.87,43
3,M,farmer,2446.10,52
3,M,child,0.00,16
3,F,unemployed,150.11,38
3,F,homemaker,266.69,63
3,F,farmer,1495.83,31
3,X,service provider,5707.66,48
3,F,child,0.00,10
3,M,retired,403.71,66
3,F,fisher,2469.89,42
3,M,homemaker,80.00,18
3,F,child,0.00,13
3,F,farmer,1901.35,38
3,M,farmer,1813.57,38
3,M,child,0.00,9
3,M,retired,262.56,67
3,F,craftsman,5959.33,62
3,M,civil servant,3544.73,32
3,F,child,0.00,10
3,F,service provider,6355.40,57
3,M,farmer,1675.73,35
3,F,civil servant,5663.44,49
3,M,fisher,2302.51,36
3,F,homemaker,80.49,20
3,F,unemployed,227.79,57
3,F,retired,278.76,66
3,M,craftsman,1702.01,18
3,M,fisher,2260.44,38
3,M,farmer,1326.07,27
3,M,homemaker,241.08,62
3,F,service provider,4038.22,36
3,F,homemaker,251.42,60
3,M,farmer,2752.50,59
3,F,farmer,1002.90,20
3,F,homemaker,219.24,54
3,M,craftsman,2764.69,29
3,M,civil servant,6947.98,63
3,M,unemployed,146.82,36
3,F,service provider,6520.19,56
3,F,homemaker,83.98,21
3,F,homemaker,93.02,22
3,F,civil servant,4648.78,41
3,M,craftsman,3113.13,34
3,M,child,0.00,12
3,M,unemployed,146.03,38
3,F,homemaker,99.05,25
3,F,homemaker,158.47,38
3,F,service provider,4227.76,38
3,F,homemaker,131.15,32
3,M,service provider,2692.66,23
3,M,child,0.00,15
3,M,farmer,2256.58,48
3,F,civil servant,4677.32,40
3,F,farmer,847.35,18
3,M,civil servant,6018.26,53
3,F,child,0.00,5
3,M,homemaker,209.29,51
3,F,farmer,2238.13,48
3,F,civil servant,6521.85,55
3,X,fisher,1692.53,28
3,F,unemployed,182.46,46
3,F,fisher,3518.59,56
3,M,retired,312.35,66
3,F,farmer,1755.99,35
3,M,child,0.00,5
3,F,fisher,2259.73,35
3,F,civil servant,4626.57,41
3,F,craftsman,5692.22,59
3,F,homemaker,237.07,59
3,M,unemployed,121.05,31
3,F,homemaker,155.72,37
3,M,homemaker,134.47,32
3,F,fisher,2978.02,49
3,F,fisher,1738.80,29
3,M,farmer,2220.36,45
3,F,child,0.00,13
3,M,farmer,1536.64,33
3,M,retired,497.92,65
3,F,service provider,2909.41,25
3,M,farmer,2237.70,48
3,M,farmer,2140.97,45
3,M,unemployed,240.10,58
3,M,craftsman,5133.74,58
3,F,farmer,2903.87,58
3,X,homemaker,106.13,27
