year,sex,profession,income,ethnicity
1,F,service provider,4242.00,atlantean
1,F,homemaker,262.29,hyperborean
1,M,farmer,2796.62,arcadian
1,F,farmer,1075.92,arcadian
1,F,homemaker,245.63,arcadian
1,M,craftsman,2853.04,hyperborean
1,M,civil servant,7507.58,atlantean
1,M,unemployed,164.54,arcadian
1,F,service provider,6429.82,hyperborean
1,F,homemaker,107.99,hyperborean
1,F,homemaker,113.78,arcadian
1,F,civil servant,5011.68,hyperborean
1,F,retired,287.86,arcadian
1,M,craftsman,3506.14,arcadian
1,M,child,0.00,arcadian
1,M,unemployed,181.64,arcadian
1,F,homemaker,126.36,arcadian
1,F,homemaker,185.29,arcadian
1,F,service provider,4760.02,arcadian
1,F,homemaker,145.43,atlantean
1,M,service provider,3039.25,atlantean
1,M,child,0.00,hyperborean
1,M,farmer,2350.29,arcadian
1,F,civil servant,4914.51,atlantean
1,F,child,0.00,atlantean
1,M,civil servant,6456.40,atlantean
1,F,child,0.00,hyperborean
1,M,homemaker,237.98,atlantean
1,F,farmer,2453.12,hyperborean
1,F,civil servant,6465.52,hyperborean
1,X,fisher,1485.88,hyperborean
1,F,unemployed,205.77,atlantean
1,F,fisher,2761.22,atlantean
1,M,fisher,3237.57,hyperborean
1,F,farmer,1826.21,atlantean
1,M,child,0.00,arcadian
1,F,fisher,1870.63,atlantean
1,F,civil servant,4723.07,hyperborean
1,F,craftsman,5593.83,hyperborean
1,F,homemaker,260.06,hyperborean
1,M,unemployed,153.21,atlantean
1,F,homemaker,170.08,arcadian
1,M,homemaker,157.87,arcadian
1,F,fisher,2415.00,arcadian
1,F,fisher,1445.59,atlantean
1,M,farmer,2332.45,arcadian
1,F,child,0.00,atlantean
1,M,farmer,1748.27,arcadian
1,M,civil servant,7753.74,arcadian
1,F,service provider,3140.09,arcadian
1,M,farmer,2450.21,atlantean
1,M,farmer,2238.03,hyperborean
1,M,unemployed,250.27,arcadian
1,M,craftsman,5514.66,hyperborean
1,F,farmer,2797.49,arcadian
1,X,homemaker,128.87,hyperborean
1,M,homemaker,109.52,hyperborean
1,F,civil servant,5674.07,arcadian
1,M,civil servant,6342.04,atlantean
1,X,civil servant,6802.70,arcadian
1,F,child,0.00,arcadian
1,F,child,0.00,hyperborean
1,M,farmer,2240.73,hyperborean
1,X,craftsman,5891.91,hyperborean
1,M,retired,299.56,atlantean
1,X,fisher,2511.20,atlantean
1,M,unemployed,149.49,arcadian
1,M,child,0.00,hyperborean
1,M,farmer,2123.00,arcadian
1,F,fisher,2808.39,atlantean
1,M,craftsman,3170.50,hyperborean
1,F,homemaker,218.26,hyperborean
1,F,farmer,2905.70,atlantean
1,M,child,0.00,hyperborean
1,F,farmer,2787.75,atlantean
1,M,unemployed,107.87,hyperborean
1,F,homemaker,123.31,atlantean
1,M,child,0.00,arcadian
1,F,craftsman,3784.92,hyperborean
1,F,fisher,1930.14,atlantean
1,F,civil servant,6481.68,arcadian
1,F,child,0.00,atlantean
1,F,child,0.00,atlantean
1,M,farmer,2817.85,atlantean
1,M,unemployed,200.84,arcadian
1,F,child,0.00,atlantean
1,M,homemaker,269.22,hyperborean
1,M,child,0.00,arcadian
1,F,unemployed,157.60,atlantean
1,F,child,0.00,hyperborean
1,M,child,0.00,hyperborean
1,M,child,0.00,arcadian
1,M,homemaker,243.31,hyperborean
1,M,fisher,3065.82,atlantean
1,M,fisher,2304.83,atlantean
1,M,child,0.00,hyperborean
1,M,homemaker,144.93,arcadian
1,F,farmer,1387.91,atlantean
1,F,craftsman,3843.59,arcadian
1,F,farmer,2200.36,arcadian
1,F,craftsman,2935.39,atlantean
1,M,child,0.00,atlantean
1,F,fisher,2888.39,atlantean
1,M,child,0.00,hyperborean
1,M,service provider,3392.45,arcadian
1,M,unemployed,162.06,arcadian
1,F,child,0.00,arcadian
1,F,civil servant,4910.80,atlantean
1,M,fisher,1934.58,atlantean
1,M,retired,299.30,atlantean
1,M,service provider,2717.65,atlantean
1,M,farmer,3164.12,arcadian
1,F,civil servant,5462.54,hyperborean
1,F,fisher,1121.52,arcadian
1,M,service provider,4851.24,atlantean
1,M,civil servant,5859.98,hyperborean
1,F,fisher,2531.25,arcadian
1,F,child,0.00,atlantean
1,M,craftsman,3916.40,arcadian
1,F,homemaker,156.80,atlantean
1,F,fisher,2983.85,atlantean
1,F,homemaker,106.66,arcadian
1,M,fisher,2584.48,arcadian
1,M,service provider,4940.08,atlantean
1,M,unemployed,125.90,arcadian
1,M,craftsman,4090.65,arcadian
1,M,unemployed,203.28,atlantean
1,F,homemaker,220.33,hyperborean
1,M,craftsman,4519.38,atlantean
1,M,farmer,2382.12,arcadian
1,F,unemployed,248.25,arcadian
1,M,craftsman,4168.00,hyperborean
1,F,civil servant,6785.41,arcadian
1,F,unemployed,209.48,arcadian
1,M,fisher,1233.00,arcadian
1,F,service provider,3901.92,arcadian
1,M,service provider,4874.41,hyperborean
1,F,homemaker,219.72,atlantean
1,F,child,0.00,atlantean
1,M,unemployed,107.55,hyperborean
1,M,unemployed,236.24,atlantean
1,M,child,0.00,arcadian
1,F,child,0.00,arcadian
1,F,farmer,2012.48,hyperborean
1,M,homemaker,283.52,arcadian
1,M,fisher,1820.00,atlantean
1,F,unemployed,285.76,atlantean
1,M,unemployed,255.46,arcadian
1,F,child,0.00,hyperborean
1,F,farmer,2752.81,atlantean
1,X,craftsman,3506.30,hyperborean
1,F,unemployed,244.32,arcadian
1,F,unemployed,223.56,arcadian
1,F,unemployed,118.57,arcadian
1,F,child,0.00,hyperborean
1,F,homemaker,279.37,atlantean
1,F,child,0.00,hyperborean
1,F,fisher,3223.50,arcadian
1,F,service provider,6872.30,atlantean
1,F,fisher,2531.20,atlantean
1,F,unemployed,304.00,atlantean
1,M,fisher,3267.46,atlantean
1,M,unemployed,257.60,hyperborean
1,M,service provider,3315.53,arcadian
1,F,craftsman,5036.38,hyperborean
1,F,child,0.00,arcadian
1,F,unemployed,172.65,atlantean
1,F,homemaker,151.21,hyperborean
1,M,craftsman,4533.04,atlantean
1,M,farmer,2269.65,arcadian
1,M,farmer,1945.47,hyperborean
1,M,farmer,2895.93,hyperborean
1,M,craftsman,6306.17,atlantean
1,F,child,0.00,atlantean
1,M,child,0.00,arcadian
1,M,child,0.00,hyperborean
1,F,farmer,2970.82,arcadian
1,F,farmer,1912.32,hyperborean
1,M,homemaker,278.71,arcadian
1,M,child,0.00,hyperborean
1,F,child,0.00,arcadian
1,M,homemaker,255.57,arcadian
1,M,service provider,7267.31,hyperborean
1,M,homemaker,113.69,arcadian
1,F,farmer,1595.34,hyperborean
1,F,child,0.00,arcadian
1,F,homemaker,299.70,atlantean
1,F,homemaker,104.52,arcadian
1,F,homemaker,169.74,hyperborean
1,M,child,0.00,arcadian
1,M,service provider,7073.57,atlantean
1,M,child,0.00,atlantean
1,F,fisher,1639.34,arcadian
1,F,civil servant,5576.79,atlantean
1,F,farmer,2618.09,arcadian
1,M,farmer,3303.16,arcadian
1,F,farmer,1610.48,arcadian
1,F,farmer,2427.77,arcadian
1,F,child,0.00,atlantean
1,M,craftsman,2778.66,hyperborean
1,M,child,0.00,arcadian
1,M,craftsman,3271.37,hyperborean
1,M,homemaker,131.93,atlantean
1,M,unemployed,274.61,hyperborean
1,F,child,0.00,hyperborean
1,M,farmer,1468.96,atlantean
1,M,homemaker,146.91,arcadian
1,M,fisher,3200.20,arcadian
1,M,civil servant,6804.97,hyperborean
1,M,child,0.00,atlantean
1,F,child,0.00,arcadian
1,M,child,0.00,atlantean
1,F,child,0.00,hyperborean
1,F,child,0.00,arcadian
1,M,child,0.00,arcadian
2,F,civil servant,5370.70,atlantean
2,M,child,0.00,arcadian
2,M,unemployed,136.90,arcadian
2,M,farmer,1332.27,hyperborean
2,F,child,0.00,arcadian
2,F,civil servant,5180.21,arcadian
2,F,child,0.00,atlantean
2,M,homemaker,156.31,atlantean
2,M,child,0.00,hyperborean
2,M,fisher,1514.08,arcadian
2,M,child,0.00,arcadian
2,F,fisher,1384.56,arcadian
2,M,homemaker,222.43,arcadian
2,M,farmer,905.51,atlantean
2,F,craftsman,4976.78,hyperborean
2,F,service provider,6853.56,atlantean
2,M,civil servant,2550.42,atlantean
2,F,child,0.00,arcadian
2,F,child,0.00,atlantean
2,M,civil servant,4854.48,hyperborean
2,F,retired,285.14,atlantean
2,F,unemployed,122.59,atlantean
2,M,craftsman,4554.64,hyperborean
2,M,homemaker,229.29,atlantean
2,F,service provider,5780.49,atlantean
2,M,service provider,6330.08,hyperborean
2,M,farmer,2136.39,atlantean
2,M,child,0.00,hyperborean
2,F,child,0.00,atlantean
2,F,child,0.00,atlantean
2,F,child,0.00,atlantean
2,F,civil servant,5767.35,atlantean
2,F,farmer,1264.92,arcadian
2,X,child,0.00,atlantean
2,M,fisher,2385.27,atlantean
2,F,homemaker,239.64,hyperborean
2,F,child,0.00,atlantean
2,F,craftsman,4095.03,atlantean
2,F,farmer,1740.94,atlantean
2,F,child,0.00,atlantean
2,F,service provider,6956.74,arcadian
2,M,farmer,2010.14,arcadian
2,M,child,0.00,arcadian
2,M,child,0.00,arcadian
2,M,craftsman,2543.98,hyperborean
2,M,craftsman,4538.35,arcadian
2,M,unemployed,275.37,atlantean
2,M,farmer,995.48,arcadian
2,F,unemployed,221.81,hyperborean
2,M,child,0.00,atlantean
2,M,craftsman,4447.22,hyperborean
2,M,farmer,1425.04,hyperborean
2,M,child,0.00,arcadian
2,F,homemaker,233.79,arcadian
2,F,craftsman,5650.96,hyperborean
2,F,homemaker,192.12,atlantean
2,M,child,0.00,arcadian
2,F,retired,380.24,arcadian
2,M,fisher,2651.98,arcadian
2,M,civil servant,3149.83,arcadian
2,X,homemaker,141.88,hyperborean
2,F,farmer,965.14,atlantean
2,F,farmer,1154.55,atlantean
2,F,fisher,1387.14,arcadian
2,F,service provider,6681.70,atlantean
2,F,homemaker,259.01,atlantean
2,M,child,0.00,arcadian
2,M,homemaker,280.60,arcadian
2,M,homemaker,198.59,atlantean
2,M,unemployed,246.91,hyperborean
2,M,civil servant,5659.14,arcadian
2,F,homemaker,151.23,arcadian
2,F,service provider,6311.33,arcadian
2,M,fisher,3311.22,atlantean
2,F,fisher,1197.55,arcadian
2,M,craftsman,5505.46,hyperborean
2,F,farmer,1237.81,arcadian
2,M,homemaker,154.59,hyperborean
2,M,fisher,1656.25,arcadian
2,M,service provider,6227.57,atlantean
2,F,service provider,2659.45,arcadian
2,M,farmer,1812.23,atlantean
2,F,homemaker,246.83,atlantean
2,F,child,0.00,arcadian
2,M,service provider,7226.84,arcadian
2,M,child,0.00,atlantean
2,X,civil servant,4345.09,arcadian
2,F,fisher,2121.06,arcadian
2,M,farmer,973.16,arcadian
2,M,child,0.00,atlantean
2,M,unemployed,270.78,hyperborean
2,F,child,0.00,atlantean
2,F,child,0.00,hyperborean
2,M,homemaker,252.14,atlantean
2,M,service provider,3139.03,atlantean
2,M,homemaker,265.46,arcadian
2,X,homemaker,211.49,hyperborean
2,F,civil servant,2815.02,arcadian
2,X,child,0.00,arcadian
2,F,fisher,3189.50,arcadian
2,M,child,0.00,atlantean
2,F,unemployed,221.58,atlantean
2,F,civil servant,4077.78,arcadian
2,F,craftsman,4946.37,arcadian
2,M,civil servant,5788.26,hyperborean
2,F,craftsman,4286.46,hyperborean
2,M,homemaker,159.33,arcadian
2,M,homemaker,240.46,hyperborean
2,M,child,0.00,arcadian
2,F,child,0.00,arcadian
2,F,civil servant,5806.26,arcadian
2,M,fisher,1243.18,atlantean
2,F,unemployed,187.34,arcadian
2,M,craftsman,3270.64,atlantean
2,F,unemployed,176.72,atlantean
2,F,fisher,1664.61,hyperborean
2,M,farmer,1633.60,arcadian
2,F,farmer,810.91,hyperborean
2,F,farmer,1569.28,arcadian
2,M,craftsman,2139.25,hyperborean
2,F,craftsman,2171.31,hyperborean
2,F,child,0.00,hyperborean
2,F,child,0.00,hyperborean
2,F,child,0.00,arcadian
2,M,farmer,1294.44,arcadian
2,M,homemaker,243.59,atlantean
2,M,child,0.00,hyperborean
2,F,child,0.00,hyperborean
2,F,farmer,1098.51,atlantean
2,F,unemployed,227.82,atlantean
2,M,retired,302.47,arcadian
2,M,homemaker,173.66,atlantean
2,F,fisher,1149.43,atlantean
2,F,child,0.00,atlantean
2,M,child,0.00,hyperborean
2,F,child,0.00,arcadian
2,M,child,0.00,arcadian
2,F,child,0.00,atlantean
2,F,civil servant,4639.88,arcadian
2,M,craftsman,2140.10,atlantean
2,M,retired,404.65,arcadian
2,F,fisher,1913.49,atlantean
2,M,farmer,1664.21,arcadian
2,F,child,0.00,atlantean
2,M,service provider,7258.34,arcadian
2,M,service provider,4115.62,arcadian
2,F,farmer,2005.20,hyperborean
2,F,unemployed,189.72,arcadian
2,M,fisher,1767.57,atlantean
2,M,civil servant,4033.12,atlantean
2,X,child,0.00,atlantean
2,F,child,0.00,arcadian
2,M,homemaker,279.94,arcadian
2,F,civil servant,4491.42,atlantean
2,M,homemaker,239.17,arcadian
2,M,service provider,3577.45,arcadian
2,M,child,0.00,arcadian
2,F,homemaker,188.00,atlantean
2,M,child,0.00,hyperborean
2,M,child,0.00,atlantean
2,M,fisher,2114.54,arcadian
2,F,fisher,1191.09,atlantean
2,M,retired,294.37,arcadian
2,F,child,0.00,arcadian
2,F,service provider,6612.63,arcadian
2,M,civil servant,5052.10,atlantean
2,M,homemaker,235.23,arcadian
2,F,child,0.00,arcadian
2,M,craftsman,3577.72,atlantean
2,M,civil servant,4185.83,atlantean
2,F,craftsman,3255.74,atlantean
2,F,civil servant,7161.70,atlantean
2,M,retired,290.00,atlantean
2,F,unemployed,103.14,atlantean
2,F,craftsman,4154.85,atlantean
2,M,homemaker,196.24,arcadian
2,M,civil servant,6254.53,atlantean
2,M,farmer,2005.04,arcadian
2,M,child,0.00,arcadian
2,M,child,0.00,arcadian
2,F,fisher,2257.60,hyperborean
2,F,child,0.00,hyperborean
2,X,child,0.00,atlantean
2,M,child,0.00,hyperborean
2,M,child,0.00,atlantean
2,M,fisher,1710.90,atlantean
2,F,craftsman,4060.12,hyperborean
2,M,craftsman,2295.77,hyperborean
2,M,child,0.00,arcadian
2,M,farmer,1657.54,arcadian
2,M,civil servant,5696.73,arcadian
2,M,farmer,1074.88,arcadian
2,M,homemaker,206.84,atlantean
2,F,homemaker,268.95,atlantean
2,M,homemaker,233.08,atlantean
2,F,unemployed,198.63,hyperborean
2,F,farmer,1540.90,arcadian
2,M,craftsman,6232.62,hyperborean
2,X,service provider,3663.96,hyperborean
2,F,farmer,1322.05,atlantean
2,X,craftsman,4387.30,hyperborean
2,F,fisher,3018.79,atlantean
2,F,farmer,1785.17,arcadian
2,M,child,0.00,arcadian
2,F,child,0.00,arcadian
2,M,fisher,1225.82,atlantean
2,M,fisher,2623.90,atlantean
2,M,farmer,1331.52,atlantean
2,M,civil servant,2764.76,atlantean
2,X,child,0.00,arcadian
2,M,fisher,2548.89,atlantean
2,F,homemaker,205.93,arcadian
2,M,farmer,2058.60,hyperborean
2,M,farmer,1181.30,atlantean
2,F,service provider,4509.23,arcadian
2,X,child,0.00,hyperborean
2,F,child,0.00,hyperborean
2,F,farmer,1038.68,atlantean
2,M,homemaker,111.41,atlantean
2,M,homemaker,96.40,atlantean
2,X,child,0.00,arcadian
2,F,craftsman,5987.03,hyperborean
2,F,service provider,7113.81,arcadian
2,F,craftsman,4202.15,atlantean
2,M,craftsman,5976.37,hyperborean
2,F,retired,292.84,arcadian
2,F,unemployed,210.25,hyperborean
2,F,farmer,743.13,hyperborean
2,M,child,0.00,arcadian
2,X,service provider,6369.89,hyperborean
2,M,unemployed,149.44,arcadian
2,M,farmer,1538.89,arcadian
2,F,farmer,1917.97,arcadian
2,F,child,0.00,hyperborean
2,M,fisher,2050.50,arcadian
2,M,craftsman,4549.56,atlantean
2,F,homemaker,156.63,atlantean
2,M,child,0.00,arcadian
2,F,civil servant,3158.40,atlantean
2,F,craftsman,2661.99,atlantean
2,M,service provider,5827.03,atlantean
2,F,homemaker,253.82,arcadian
2,F,craftsman,2441.85,atlantean
2,F,homemaker,215.12,arcadian
2,M,homemaker,100.16,atlantean
2,F,homemaker,285.47,hyperborean
2,M,farmer,1858.85,atlantean
2,M,craftsman,3785.55,hyperborean
2,F,service provider,3872.61,hyperborean
2,M,farmer,838.29,arcadian
2,M,service provider,3064.04,arcadian
2,F,retired,330.60,arcadian
2,M,service provider,3612.05,arcadian
2,M,homemaker,162.15,hyperborean
2,X,retired,282.82,hyperborean
2,X,unemployed,205.61,arcadian
2,M,civil servant,4616.63,hyperborean
2,M,farmer,984.48,arcadian
2,M,child,0.00,atlantean
2,F,unemployed,123.21,arcadian
2,F,farmer,1715.81,atlantean
2,F,homemaker,186.53,atlantean
2,M,farmer,1668.57,atlantean
2,M,child,0.00,hyperborean
2,F,unemployed,167.81,atlantean
2,F,homemaker,271.14,arcadian
2,F,farmer,1107.08,arcadian
2,X,service provider,5878.59,atlantean
2,F,child,0.00,atlantean
2,M,retired,416.24,arcadian
2,F,fisher,2258.99,arcadian
2,M,child,0.00,arcadian
2,F,child,0.00,atlantean
2,F,farmer,1315.86,arcadian
2,M,farmer,1342.02,atlantean
2,M,child,0.00,arcadian
2,M,retired,292.36,atlantean
2,F,craftsman,6043.09,arcadian
2,M,civil servant,4059.25,hyperborean
2,F,child,0.00,arcadian
2,F,service provider,7168.17,atlantean
2,M,farmer,1188.13,atlantean
2,F,civil servant,5914.05,arcadian
2,M,fisher,1845.46,atlantean
2,F,homemaker,97.75,arcadian
2,F,unemployed,246.75,arcadian
2,F,retired,304.07,hyperborean
2,M,child,0.00,hyperborean
2,M,fisher,2057.93,atlantean
2,M,farmer,902.18,arcadian
2,M,homemaker,288.47,atlantean
2,F,service provider,4525.93,atlantean
2,F,homemaker,273.62,hyperborean
2,M,farmer,2017.83,arcadian
2,F,farmer,767.24,arcadian
2,F,homemaker,231.65,arcadian
2,M,craftsman,3057.23,hyperborean
2,M,civil servant,7391.28,atlantean
2,M,unemployed,170.90,arcadian
2,F,service provider,7051.73,hyperborean
2,F,homemaker,99.09,hyperborean
2,F,homemaker,113.17,arcadian
2,F,civil servant,4934.75,hyperborean
2,F,retired,305.02,arcadian
2,M,craftsman,3414.32,arcadian
2,M,child,0.00,arcadian
2,M,unemployed,180.06,arcadian
2,F,homemaker,124.33,arcadian
2,F,homemaker,168.57,arcadian
2,F,service provider,4784.03,arcadian
2,F,homemaker,153.56,atlantean
2,M,service provider,3117.52,atlantean
2,M,child,0.00,hyperborean
2,M,farmer,1649.49,arcadian
2,F,civil servant,4730.48,atlantean
2,F,child,0.00,atlantean
2,M,civil servant,6562.97,atlantean
2,F,child,0.00,hyperborean
2,M,homemaker,238.99,atlantean
2,F,farmer,1595.15,hyperborean
2,F,civil servant,6699.86,hyperborean
2,X,fisher,1480.10,hyperborean
2,F,unemployed,217.57,atlantean
2,F,fisher,2969.51,atlantean
2,M,retired,340.02,hyperborean
2,F,farmer,1164.63,atlantean
2,M,child,0.00,arcadian
2,F,fisher,1858.24,atlantean
2,F,civil servant,4866.50,hyperborean
2,F,craftsman,5589.04,hyperborean
2,F,homemaker,254.94,hyperborean
2,M,unemployed,145.42,atlantean
2,F,homemaker,161.37,arcadian
2,M,homemaker,155.43,arcadian
2,F,fisher,2450.07,arcadian
2,F,fisher,1516.28,atlantean
2,M,farmer,1525.61,arcadian
2,F,child,0.00,atlantean
2,M,farmer,1173.74,arcadian
2,M,civil servant,8064.25,arcadian
2,F,service provider,3222.21,arcadian
2,M,farmer,1509.25,atlantean
2,M,farmer,1505.15,hyperborean
2,M,unemployed,268.69,arcadian
2,M,craftsman,5806.14,hyperborean
2,F,farmer,1957.10,arcadian
2,X,homemaker,133.00,hyperborean
2,M,homemaker,116.99,hyperborean
2,F,civil servant,5901.89,arcadian
2,M,civil servant,6599.99,atlantean
2,X,civil servant,7035.75,arcadian
2,F,child,0.00,arcadian
2,F,child,0.00,hyperborean
2,M,farmer,1403.77,hyperborean
2,X,craftsman,5898.80,hyperborean
2,M,retired,286.41,atlantean
2,X,fisher,2738.61,atlantean
2,M,unemployed,149.21,arcadian
2,M,child,0.00,hyperborean
2,M,farmer,1528.19,arcadian
2,F,fisher,3047.62,atlantean
2,M,craftsman,3088.12,hyperborean
2,F,homemaker,226.07,hyperborean
2,F,farmer,2022.26,atlantean
2,M,child,0.00,hyperborean
2,F,farmer,1846.30,atlantean
2,M,unemployed,110.85,hyperborean
2,F,homemaker,124.74,atlantean
2,M,child,0.00,arcadian
2,F,craftsman,3770.30,hyperborean
2,F,fisher,1982.41,atlantean
2,F,civil servant,6419.69,arcadian
2,F,child,0.00,atlantean
2,F,child,0.00,atlantean
2,M,farmer,1958.33,atlantean
2,M,unemployed,187.76,arcadian
2,F,child,0.00,atlantean
2,M,homemaker,281.26,hyperborean
2,M,child,0.00,arcadian
2,F,unemployed,155.89,atlantean
2,F,unemployed,98.92,hyperborean
2,M,unemployed,104.65,hyperborean
2,M,child,0.00,arcadian
2,M,homemaker,233.90,hyperborean
2,M,fisher,3132.74,atlantean
2,M,fisher,2532.15,atlantean
2,M,child,0.00,hyperborean
2,M,homemaker,151.69,arcadian
2,F,farmer,859.30,atlantean
2,F,craftsman,4124.68,arcadian
2,F,farmer,1525.52,arcadian
2,F,craftsman,2989.05,atlantean
2,M,homemaker,97.38,atlantean
2,F,fisher,3049.63,atlantean
2,M,child,0.00,hyperborean
2,M,service provider,3495.31,arcadian
2,M,unemployed,163.50,arcadian
2,F,child,0.00,arcadian
2,F,civil servant,4760.49,atlantean
2,M,fisher,2139.87,atlantean
2,M,retired,308.03,atlantean
2,M,service provider,2928.41,atlantean
2,M,retired,331.21,arcadian
2,F,civil servant,5389.85,hyperborean
2,F,fisher,1100.08,arcadian
2,M,service provider,4734.47,atlantean
2,M,civil servant,5530.42,hyperborean
2,F,fisher,2490.52,arcadian
2,F,child,0.00,atlantean
2,M,craftsman,4140.83,arcadian
2,F,homemaker,165.19,atlantean
2,F,fisher,3245.26,atlantean
2,F,homemaker,107.66,arcadian
2,M,fisher,2761.68,arcadian
2,M,service provider,5125.17,atlantean
2,M,unemployed,120.73,arcadian
2,M,craftsman,4196.36,arcadian
2,M,unemployed,194.67,atlantean
2,F,homemaker,219.59,hyperborean
2,M,craftsman,4898.87,atlantean
2,M,farmer,1521.70,arcadian
2,F,unemployed,245.19,arcadian
2,M,craftsman,4098.72,hyperborean
2,F,civil servant,7587.25,arcadian
2,F,unemployed,199.25,arcadian
2,M,fisher,1267.81,arcadian
2,F,service provider,4131.50,arcadian
